type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_portion_settings,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,,,,163.43123743432014,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,,,,210.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,8.943111111111111,33.78727272727272,5.925,13.709869281045751,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,4.2,2.272727272727273,4.4,3.823529411764706,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,3.5,1.0909090909090908,4.4,3.156862745098039,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,,,,253.29260488487333,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,,,,364.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,9.611555555555556,34.373636363636365,4.420999999999999,13.934640522875815,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,4.066666666666666,2.1818181818181817,5.0,3.843137254901961,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,3.1666666666666665,1.0909090909090908,4.5,2.980392156862745,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,,,,260.9747186616259,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,,,,373.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,11.317444444444444,27.38,6.625,13.861830065359475,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,2.333333333333333,1.9090909090909087,3.2,2.411764705882353,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,1.9666666666666663,1.9090909090909087,3.2,2.196078431372549,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,,,,230.26852856807213,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,,,,350.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,11.88827380952381,30.848181818181818,5.365,14.813299319727893,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,2.25,2.0,3.0,2.346938775510204,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,1.5714285714285714,1.181818181818182,2.3,1.6326530612244898,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,,,,237.91238131970476,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,,,,331.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,11.011277777777776,14.859090909090911,7.5515,11.162810457516338,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,3.733333333333333,5.090909090909091,3.3,3.941176470588236,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,2.1666666666666665,2.4545454545454546,1.1,2.019607843137255,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,,,,164.62841726472723,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,,,,259.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,9.570444444444444,37.264545454545456,4.5135000000000005,14.552124183006535,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,4.066666666666666,1.3636363636363635,5.0,3.6666666666666665,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,3.2666666666666666,1.0909090909090908,4.5,3.0392156862745097,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,,,,261.20981525908843,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,,,,390.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
