,ex_name,multi_ex,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,103.97990016376922,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,10.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,20.261666666666667,42.118,14.377,23.113750000000003,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,1.5,2.0,1.4,1.5714285714285714,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,90.32077234623016,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,27.0,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,20.25075757575757,42.862,12.94375,22.52576388888889,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,1.5454545454545454,1.6,1.625,1.5833333333333333,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,124.699637263696,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,52.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,20.495888888888885,39.005,13.5225,22.718779761904763,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,1.2,1.1666666666666667,1.0,1.1428571428571428,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,91.77921669058249,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,32.0,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,20.674333333333333,40.02166666666667,13.143,23.69076923076923,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,1.2,1.6666666666666667,1.4,1.3461538461538465,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,100.4793974317883,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,33.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,20.788431372549017,38.88285714285714,14.633333333333333,24.79567901234568,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,1.5294117647058822,2.0,1.6666666666666667,1.6666666666666667,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,83.55521877762537,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,16.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,20.8275$\pm$0.0470,41.6872$\pm$0.2915,12.4848$\pm$1.0448,25.3503$\pm$0.5157,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,4.3452$\pm$0.0119,4.1875$\pm$0.1875,4.5250$\pm$0.2750,4.3397$\pm$0.0064,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,127.7141$\pm$8.7797,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,58.0000$\pm$5.0000,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,21.804166666666667,40.92428571428572,13.8245,25.417339743589743,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,3.071428571428572,3.4285714285714284,4.0,3.3461538461538463,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,,,,113.69315138991615,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,,,,46.0,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,19.593333333333334,40.692,13.473214285714288,22.00304487179487,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,2.7857142857142856,3.0,2.7142857142857144,2.8076923076923075,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,,,,105.8707553922173,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,,,,63.0,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,19.72277777777778,40.405,13.766666666666666,22.99524691358024,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,2.466666666666667,2.833333333333333,2.6666666666666665,2.592592592592593,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,,,,106.33230446578268,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,,,,55.0,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,19.06041666666667,41.02333333333333,12.654642857142855,19.869967948717942,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,3.0,2.0,2.857142857142857,2.8461538461538463,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,,,,74.41032561328895,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,,,,55.0,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,19.9900925925926,42.475,13.2525,22.07348765432099,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,1.8333333333333333,2.0,2.8,2.037037037037037,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,,,,89.34739742988876,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,,,,65.0,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,20.15233333333333,41.055,13.786666666666669,23.38277777777777,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,1.2666666666666666,1.1666666666666667,2.0,1.4074074074074074,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,,,,111.70332752057612,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,,,,59.0,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,20.3452$\pm$0.3707,43.1744$\pm$0.1956,13.8306$\pm$0.9644,24.3945$\pm$1.2277,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,2.1583$\pm$0.0917,1.9375$\pm$0.0625,2.2833$\pm$0.1167,2.1283$\pm$0.0569,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,122.9334$\pm$9.5488,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,59.5000$\pm$11.5000,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,20.47354166666667,44.9625,13.508928571428571,22.2958950617284,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,2.875,2.75,3.571428571428572,3.037037037037037,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,,,,107.48317175544888,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,,,,62.0,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,20.503888888888888,41.184,12.789583333333336,22.70060897435897,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,1.2666666666666666,1.2,1.5,1.3076923076923077,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,,,,105.72751108748358,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,,,,75.0,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,20.352820512820514,39.02166666666667,12.625,22.21172839506173,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,2.4615384615384617,2.333333333333333,2.875,2.555555555555556,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,,,,103.65129330894682,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,,,,54.0,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,19.552000000000003,41.696,12.426249999999998,22.16605769230769,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,1.6,2.0,1.8333333333333333,1.7307692307692308,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,,,,107.95176680329556,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,,,,59.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,20.4481$\pm$0.2752,41.7625$\pm$0.9356,13.6328$\pm$0.5900,23.6160$\pm$0.2956,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,1.3620$\pm$0.1413,1.7286$\pm$0.3871,1.4857$\pm$0.1945,1.4643$\pm$0.2031,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,114.0183$\pm$5.0666,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,65.3333$\pm$4.3716,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,20.179111111111112,40.502,14.4125,23.451944444444447,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,2.0,1.8,2.25,2.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,104.0789075617284,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,49.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,22.2388$\pm$0.0956,44.3170$\pm$3.6970,13.6035$\pm$0.6235,26.1708$\pm$1.0447,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,1.7500$\pm$0.3750,1.4143$\pm$0.0143,2.2000$\pm$0.8000,1.7798$\pm$0.3869,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,160.9438$\pm$45.0645,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,54.5000$\pm$17.5000,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,21.0806$\pm$0.6631,42.2622$\pm$0.7723,14.6489$\pm$0.3139,26.0021$\pm$1.7433,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,1.8713$\pm$0.1441,1.5741$\pm$0.4674,2.8413$\pm$0.6247,1.8944$\pm$0.0536,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,129.6725$\pm$19.0111,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,40.6667$\pm$16.7066,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,21.2826$\pm$0.4857,44.0559$\pm$0.5199,14.4300$\pm$0.4000,26.0813$\pm$1.2730,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,1.7192$\pm$0.1808,1.7714$\pm$0.3714,2.8125$\pm$1.1875,1.8571$\pm$0.1429,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,149.6194$\pm$3.8845,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,50.5000$\pm$29.5000,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,23.233666666666668,38.153333333333336,15.425,25.872976190476184,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,1.4,1.0,1.0,1.2857142857142858,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,,,,66.69693142006803,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,,,,6.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,False,23.00833333333333,40.38,14.418333333333337,24.13,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_rentmoney
