type_indicator,ex_name,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,,,,129.6763040747742,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,,,,58.0,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20.32619047619048,39.98833333333334,13.016428571428571,22.800432098765437,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,2.2142857142857144,1.8333333333333333,1.7142857142857142,2.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,,,,110.08726164456638,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,,,,67.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2,portion_housesize
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,19.96688888888889,40.356,13.6059375,21.790386904761903,10,6,1,8,1,10,kwaitlist,1.2,3.0,ver2,house_type,,,True,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,1.8666666666666667,2.2,2.25,2.0357142857142856,10,6,1,8,1,10,kwaitlist,1.2,3.0,ver2,house_type,,,True,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,97.82910523224916,10,6,1,8,1,10,kwaitlist,1.2,3.0,ver2,house_type,,,True,3,house_type
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,63.0,10,6,1,8,1,10,kwaitlist,1.2,3.0,ver2,house_type,,,True,3,house_type
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,19.552000000000003,41.696,12.426249999999998,22.16605769230769,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,1.6,2.0,1.8333333333333333,1.7307692307692308,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,,,,107.95176680329556,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,,,,59.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,19.551666666666662,43.83,14.5,26.015000000000004,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,2.0,1.2,3.0,1.8333333333333333,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,,,,138.6375833333333,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,,,,36.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,22.138333333333332,40.2925,14.47125,25.13464285714286,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,1.1666666666666667,3.25,1.75,1.9285714285714288,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,,,,119.39406515022677,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,,,,2.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21.02916666666667,40.2925,15.005,27.529666666666664,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,1.5,2.0,2.5,1.9,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,,,,135.97219155555555,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,,,,3.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,20.788431372549017,38.88285714285714,14.633333333333333,24.79567901234568,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,1.5294117647058822,2.0,1.6666666666666667,1.6666666666666667,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,,,,83.55521877762537,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,,,,16.0,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,21.844166666666663,43.704,15.025,34.65416666666667,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,2.0,1.0,4.0,1.625,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,,,,142.3529611111111,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,,,,0.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,20.854166666666664,41.04833333333333,,35.99979166666667,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,3.0,1.5,,1.875,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,,,,104.14856280381946,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,,,,0.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,26.5875,42.53333333333333,15.02833333333333,32.13272727272727,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,random_avg
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,1.5,2.5,2.333333333333333,2.272727272727273,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,random_avg
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,,,,150.07921074380167,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,random_avg
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,,,,0.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,22.32055555555556,41.636,14.896249999999998,28.607371794871792,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,False,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,1.9166666666666667,1.1,3.75,1.8846153846153848,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,False,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,,,,123.61052161817884,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,False,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,,,,13.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,multi_list,,,False,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,20.79692307692308,44.57571428571429,14.03,24.80821428571429,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,1.5384615384615383,2.142857142857143,1.625,1.7142857142857142,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,153.50391308106575,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,80.0,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,21.76833333333333,43.536,14.83,27.354313725490197,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,1.9,1.4,4.0,2.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,145.73482681660903,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,21.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,3,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,22.007291666666667,39.81857142857143,13.177499999999998,26.71043859649123,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,2.75,1.2857142857142858,3.75,2.421052631578948,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,,,,125.31788767313024,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,,,,18.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,22.143125,40.620000000000005,12.98,25.126071428571432,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,1.375,1.4285714285714286,1.4,1.3928571428571428,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,115.87935832624716,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,72.0,7,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,22.334375,48.014,14.227,27.215555555555557,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,2.125,1.4,3.0,2.1666666666666665,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,206.0082592592593,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,37.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,False,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,22.22192307692308,41.156,14.886666666666663,25.68214285714286,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,1.9230769230769231,1.0,4.0,2.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,102.02527913832202,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,22.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,21.094848484848484,43.74888888888889,15.033333333333331,29.168840579710142,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,2.090909090909091,1.2222222222222223,2.6666666666666665,1.826086956521739,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,166.1012216026045,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,26.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,19.925,41.88166666666667,14.026785714285714,23.15544642857143,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,1.6,2.5,1.8571428571428568,1.8571428571428568,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,120.89094665089996,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,74.0,8,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,20.47354166666667,44.9625,13.508928571428571,22.2958950617284,10,3,3,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,2.875,2.75,3.571428571428572,3.037037037037037,10,3,3,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,,,,107.48317175544888,10,3,3,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,,,,62.0,10,3,3,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,20.92055555555556,48.394,15.375,28.243981481481484,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver2,house_type,,,True,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,2.083333333333333,1.2,4.0,1.9444444444444444,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver2,house_type,,,True,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,180.58259448731135,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver2,house_type,,,True,3,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,,,,24.0,10,6,1,8,1,10,kwaitlist,1.8,2.0,ver2,house_type,,,True,3,house_type
mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,20.787685185185182,40.358,14.137,23.094761904761903,9,3,3,5,2,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_wait_turn,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,2.2222222222222223,1.8,2.6,2.2142857142857144,9,3,3,5,2,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
var_mean_house_area,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,,,,92.87708645124717,9,3,3,5,2,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
Rop,ver2_nofilter_multilist_1.2_k2_housetype_priority_5t_3h_step_num_t2_h3_p#housetype_choose2,,,,79.0,9,3,3,5,2,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,20.58430555555556,40.08166666666666,14.886666666666663,25.34103174603175,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,2.333333333333333,2.5,3.333333333333333,2.523809523809524,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,,,,105.54546679264298,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,,,,14.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2,portion_housesize
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,19.974444444444444,42.97875,14.794999999999998,25.622202380952384,6,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,2.066666666666667,1.875,2.4,2.071428571428572,6,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,,,,132.48217659793085,6,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,,,,48.0,6,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,20.7159375,43.37,12.86625,23.16675925925926,10,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,2.25,2.0,2.1666666666666665,2.185185185185185,10,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,,,,113.38460382373114,10,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,,,,71.0,10,3,2,5,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,23.00833333333333,40.38,14.418333333333337,24.13,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,portion_rentmoney
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,1.6666666666666667,2.0,1.3333333333333333,1.625,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,portion_rentmoney
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,,,,121.967025,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,portion_rentmoney
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,,,,15.0,10,6,1,8,1,10,kwaitlist,1.2,2.0,ver2,house_type,,,True,2,portion_rentmoney
mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,20.31833333333333,40.5775,13.665357142857143,24.443422619047617,6,6,1,8,1,10,kwaitlist,1.8,,ver2,house_type,,,True,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,1.4615384615384617,1.625,1.5714285714285714,1.5357142857142858,6,6,1,8,1,10,kwaitlist,1.8,,ver2,house_type,,,True,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,129.33729277476615,6,6,1,8,1,10,kwaitlist,1.8,,ver2,house_type,,,True,2,house_type
Rop,ver2_nofilter_multilist(1.8_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,,,,54.0,6,6,1,8,1,10,kwaitlist,1.8,,ver2,house_type,,,True,2,house_type
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,19.06041666666667,41.02333333333333,12.654642857142855,19.869967948717942,10,6,1,4,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,3.0,2.0,2.857142857142857,2.8461538461538463,10,6,1,4,1,10,kwaitlist,1.2,2.0,ver1,single_list,,,,2,single_list
