,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,True,68.0,7.7171$\pm$0.4072,26.5318$\pm$0.5300,2.8664$\pm$1.3664,10.8240$\pm$0.0859,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,True,68.0,4.6000$\pm$0.1333,3.6364$\pm$0.0909,5.8500$\pm$0.5500,4.6373$\pm$0.0490,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,True,68.0,3.2500$\pm$0.0167,1.0909$\pm$0.0000,4.2500$\pm$0.0500,2.9804$\pm$0.0196,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,random_avg,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,True,68.0,,,,226.7425$\pm$8.0909,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,random_avg,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,True,68.0,,,,366.5000$\pm$19.5000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,True,41.0,10.4735$\pm$0.0342,21.3159$\pm$2.0368,6.2818$\pm$1.0083,11.9901$\pm$0.2215,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,True,41.0,3.6833$\pm$0.1833,4.1364$\pm$0.0455,4.3000$\pm$0.2000,3.9020$\pm$0.1373,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,True,41.0,2.3833$\pm$0.2500,2.1818$\pm$0.0909,1.8000$\pm$0.0000,2.2255$\pm$0.1667,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,True,41.0,,,,195.1307$\pm$8.9517,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,True,41.0,,,,276.0000$\pm$31.0000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,True,8.0,11.3129$\pm$0.6433,16.1095$\pm$1.8277,5.9893$\pm$0.8795,11.3036$\pm$0.1882,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,True,8.0,3.3500$\pm$0.2167,4.6818$\pm$0.4091,4.5000$\pm$0.4000,3.8627$\pm$0.0392,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,True,8.0,2.3667$\pm$0.2333,2.3182$\pm$0.0455,1.9000$\pm$0.2000,2.2647$\pm$0.1863,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,True,8.0,,,,163.7494$\pm$7.4002,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,True,8.0,,,,246.5000$\pm$4.5000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,True,107.0,8.9377$\pm$1.5241,18.6282$\pm$3.8100,3.7996$\pm$0.1266,10.0204$\pm$0.0499,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,True,107.0,4.0500$\pm$0.2500,5.1364$\pm$0.4091,4.6000$\pm$0.1000,4.3922$\pm$0.0784,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,True,107.0,3.1333$\pm$0.1000,2.9545$\pm$0.2273,4.4000$\pm$0.1000,3.3431$\pm$0.0098,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,random_avg,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,True,107.0,,,,185.2973$\pm$15.6499,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,random_avg,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,True,107.0,,,,300.0000$\pm$10.0000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2.0,random_avg,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,True,103.0,11.4652$\pm$0.4106,17.7664$\pm$3.4682,6.4146$\pm$0.7126,11.8340$\pm$0.3668,4.0,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,True,103.0,3.4167$\pm$0.1500,4.3636$\pm$0.6364,4.6500$\pm$0.4500,3.8627$\pm$0.0392,4.0,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,True,103.0,2.6667$\pm$0.0333,2.0000$\pm$0.0000,2.0000$\pm$0.2000,2.3922$\pm$0.0196,4.0,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,True,103.0,,,,174.1607$\pm$12.0957,4.0,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,True,103.0,,,,263.0000$\pm$18.0000,4.0,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,22.0,10.255722222222222,22.883636363636363,5.66525,12.079297385620915,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,22.0,3.633333333333333,4.363636363636363,4.1,3.882352941176471,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,22.0,2.466666666666667,1.6363636363636365,3.2,2.431372549019608,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,22.0,,,,207.53219766809767,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,22.0,,,,321.0,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,126.0,10.3092$\pm$0.0058,33.2682$\pm$0.0000,4.1067$\pm$0.0130,14.0450$\pm$0.0008,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,126.0,3.8000$\pm$0.0333,2.1818$\pm$0.0000,5.1000$\pm$0.3000,3.7059$\pm$0.0784,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,126.0,2.6500$\pm$0.2500,1.2727$\pm$0.0000,4.2000$\pm$0.2000,2.6569$\pm$0.1863,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,126.0,,,,245.2222$\pm$0.0336,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,126.0,,,,405.5000$\pm$0.5000,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,23.0,12.603722222222222,9.837272727272728,7.656000000000001,11.0368954248366,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,23.0,3.1,5.363636363636363,3.5,3.6666666666666665,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,23.0,2.1,4.454545454545454,3.2,2.823529411764706,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,23.0,,,,133.23883973525136,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,23.0,,,,224.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,15.0,11.5025$\pm$0.3222,15.8664$\pm$1.9182,8.5380$\pm$1.2393,11.8625$\pm$0.3602,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,15.0,2.9000$\pm$0.2000,4.3182$\pm$0.0455,3.0000$\pm$0.7000,3.2255$\pm$0.2451,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,15.0,1.7667$\pm$0.1000,3.1364$\pm$0.2273,1.8000$\pm$0.2000,2.0686$\pm$0.1471,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,15.0,,,,162.9376$\pm$9.5773,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,15.0,,,,258.5000$\pm$14.5000,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,21.0,9.7457$\pm$0.3274,21.7609$\pm$0.4764,7.7329$\pm$2.0709,11.9426$\pm$0.3162,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,21.0,6.6333$\pm$0.1000,6.1364$\pm$0.0455,7.1000$\pm$0.3000,6.6176$\pm$0.0098,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,21.0,5.9333$\pm$0.0333,5.4545$\pm$0.0000,6.9000$\pm$0.2000,6.0196$\pm$0.0588,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,21.0,,,,188.7723$\pm$2.7510,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,21.0,,,,280.0000$\pm$17.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,115.0,9.2041$\pm$0.7518,22.9023$\pm$0.0868,9.2376$\pm$1.0071,12.1652$\pm$0.2635,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,115.0,6.3833$\pm$0.2833,6.0455$\pm$0.0455,6.1000$\pm$0.7000,6.2549$\pm$0.0392,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,115.0,4.9833$\pm$0.1833,4.2273$\pm$0.2273,5.1000$\pm$0.2000,4.8431$\pm$0.1961,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,115.0,,,,194.3905$\pm$3.2645,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,115.0,,,,256.0000$\pm$20.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,33.0,10.0067$\pm$0.4268,24.4345$\pm$1.6782,5.6356$\pm$0.8069,12.2615$\pm$0.2691,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,33.0,5.3833$\pm$0.0500,4.6364$\pm$0.0000,5.4500$\pm$0.0500,5.2353$\pm$0.0196,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,33.0,4.1833$\pm$0.0833,3.5909$\pm$0.1364,4.2000$\pm$0.3000,4.0588$\pm$0.1373,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,33.0,,,,207.7589$\pm$3.8575,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,33.0,,,,320.5000$\pm$10.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,94.0,9.0630$\pm$1.2253,26.3418$\pm$1.0382,5.8080$\pm$1.8857,12.1516$\pm$0.1271,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,94.0,4.6500$\pm$0.1833,3.5000$\pm$0.1364,4.4000$\pm$0.7000,4.3529$\pm$0.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,94.0,3.0500$\pm$0.1500,2.5000$\pm$0.1364,2.8000$\pm$0.1000,2.8824$\pm$0.1373,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,94.0,,,,220.1129$\pm$2.9576,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,94.0,,,,346.5000$\pm$36.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,91.0,10.6325$\pm$0.2083,17.2795$\pm$2.0268,8.2989$\pm$1.2354,11.6086$\pm$0.0724,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,91.0,5.2167$\pm$0.0167,5.5909$\pm$0.5000,5.5000$\pm$0.1000,5.3529$\pm$0.0980,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,91.0,3.7167$\pm$0.3167,4.1364$\pm$0.4091,4.6500$\pm$0.3500,3.9902$\pm$0.3431,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,91.0,,,,175.1802$\pm$11.1513,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,91.0,,,,261.5000$\pm$24.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,37.0,11.0533$\pm$0.0172,16.1086$\pm$1.6668,4.4451$\pm$0.4041,10.8480$\pm$0.2701,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,37.0,3.5833$\pm$0.0833,3.9545$\pm$0.4091,4.5500$\pm$0.7500,3.8529$\pm$0.1078,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,37.0,2.5667$\pm$0.3000,2.7273$\pm$0.4545,3.1500$\pm$0.3500,2.7157$\pm$0.3431,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,37.0,,,,167.7015$\pm$10.0302,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
