type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_portion_settings,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,,,,7.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,22.35777777777778,41.29555555555555,14.8125,27.96813333333333,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,2.333333333333333,1.2222222222222223,2.75,2.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,2.333333333333333,1.1111111111111112,2.75,1.96,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,,,,117.9398838488889,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,22,,,,16.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,22.180512820512824,42.01222222222222,14.736666666666665,28.426666666666662,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,2.3076923076923075,1.1111111111111112,3.0,1.96,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,2.3076923076923075,1.1111111111111112,3.0,1.96,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,,,,120.42842955555555,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,23,,,,15.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,base,multi_list,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,21.22020833333333,43.02571428571429,13.250000000000004,25.24833333333333,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,1.75,1.2857142857142858,3.0,1.8571428571428568,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,1.75,1.2857142857142858,3.0,1.8571428571428568,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,,,,131.92744702380952,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,24,,,,82.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,base,house_type,2,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,20.804479166666667,42.41625,13.4125,25.92327380952381,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,2.0,1.25,2.75,1.8928571428571428,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,1.8125,1.125,2.75,1.75,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,,,,128.33975659367914,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,25,,,,60.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,20.64614583333333,40.8625,12.585833333333332,21.896282051282054,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,1.875,1.25,1.0,1.5769230769230769,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,1.625,1.25,1.0,1.4230769230769231,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,,,,87.90185092044709,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_housing_points_8t_6h_p#portion_housesize,26,,,,73.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",housing_points,portionmonthly_income,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,22.085641025641028,40.991,15.045000000000002,28.54455128205128,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,2.3846153846153846,1.1,3.0,1.9615384615384612,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,2.3846153846153846,1.1,3.0,1.9615384615384612,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,,,,112.9655462730112,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,27,,,,8.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,house_type
