,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
Rop,optimized_task_config_65,False,15.0,,,,54.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_66,False,85.0,21.13311111111112,43.686,12.37,23.03765432098766,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_66,False,85.0,1.7333333333333334,1.0,1.7142857142857142,1.5925925925925926,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_66,False,85.0,1.2666666666666666,1.0,1.7142857142857142,1.3333333333333333,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_66,False,85.0,,,,129.08114099984758,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
Rop,optimized_task_config_66,False,85.0,,,,98.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver2,base,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_67,False,124.0,19.20678571428571,43.821666666666665,13.469375,22.842142857142857,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_67,False,124.0,4.428571428571429,3.8333333333333335,4.125,4.214285714285714,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_67,False,124.0,4.357142857142857,3.8333333333333335,4.0,4.142857142857143,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_67,False,124.0,,,,133.8651433744331,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
Rop,optimized_task_config_67,False,124.0,,,,57.0,3.0,8.0,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,,ver2,housing_points,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_68,False,90.0,21.469166666666663,40.16833333333333,13.874166666666667,23.848630952380947,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_68,False,90.0,2.0,1.3333333333333333,1.1666666666666667,1.6785714285714286,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_68,False,90.0,1.9375,1.1666666666666667,1.1666666666666667,1.6071428571428572,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_68,False,90.0,,,,100.4761720344388,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_68,False,90.0,,,,55.0,3.0,10.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_69,False,74.0,21.186666666666664,40.818,13.3471875,22.499290123456788,3.0,11.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_69,False,74.0,1.6428571428571428,2.0,1.5,1.6666666666666667,3.0,11.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_69,False,74.0,1.5,2.0,1.25,1.5185185185185186,3.0,11.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_69,False,74.0,,,,109.94792359586953,3.0,11.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_69,False,74.0,,,,69.0,3.0,11.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_70,False,39.0,20.634666666666668,42.105,13.391785714285716,23.424732142857145,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_70,False,39.0,2.1333333333333333,1.8333333333333333,1.5714285714285714,1.9285714285714288,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_70,False,39.0,1.8,1.5,1.5714285714285714,1.6785714285714286,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_70,False,39.0,,,,114.49267316733985,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
Rop,optimized_task_config_70,False,39.0,,,,54.0,3.0,9.0,5.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_74,False,55.0,21.102156862745097,40.378,14.120416666666666,23.048184523809528,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_74,False,55.0,1.8235294117647056,1.2,1.1666666666666667,1.5714285714285714,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_74,False,55.0,1.7647058823529411,1.2,1.1666666666666667,1.5357142857142858,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_74,False,55.0,,,,88.36873770107003,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_74,False,55.0,,,,55.0,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_75,False,99.0,20.27202380952381,40.785714285714285,14.145714285714288,23.86886904761905,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_75,False,99.0,1.3571428571428572,1.1428571428571428,1.0,1.2142857142857142,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_75,False,99.0,1.0,1.1428571428571428,1.0,1.0357142857142858,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_75,False,99.0,,,,114.1678186614229,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_75,False,99.0,,,,44.0,3.0,9.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_76,False,86.0,20.54270833333333,40.838,13.659583333333332,22.77151234567901,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_76,False,86.0,1.5,1.0,1.3333333333333333,1.3703703703703705,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_76,False,86.0,1.5,1.0,1.3333333333333333,1.3703703703703705,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_76,False,86.0,,,,104.11707387021796,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_76,False,86.0,,,,71.0,3.0,11.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_77,False,56.0,21.226444444444443,41.10333333333333,13.804285714285712,23.63023809523809,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_77,False,56.0,1.4666666666666666,1.1666666666666667,1.4285714285714286,1.3928571428571428,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_77,False,56.0,1.1333333333333333,1.1666666666666667,1.0,1.1071428571428572,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_77,False,56.0,,,,106.8816727111678,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_77,False,56.0,,,,42.0,3.0,7.0,3.0,1.0,9.0,1.0,11.0,2.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_78,False,10.0,21.406666666666663,39.27,12.823125,24.10466049382716,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_wait_turn,optimized_task_config_78,False,10.0,1.8235294117647056,1.8333333333333333,1.25,1.7407407407407407,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_78,False,10.0,1.3529411764705883,1.0,1.25,1.2592592592592593,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
var_mean_house_area,optimized_task_config_78,False,10.0,,,,89.36701812033226,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
Rop,optimized_task_config_78,False,10.0,,,,44.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_house_area,optimized_task_config_79,False,38.0,20.85833333333333,41.94142857142857,14.10625,25.32401234567901,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_wait_turn,optimized_task_config_79,False,38.0,1.75,1.2857142857142858,1.75,1.6296296296296295,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_79,False,38.0,1.75,1.0,1.75,1.5555555555555556,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
var_mean_house_area,optimized_task_config_79,False,38.0,,,,111.7346142508764,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
Rop,optimized_task_config_79,False,38.0,,,,44.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,4.0,kwaitlist,,ver2,housing_points,house_type,7.0,house_type,,False
mean_house_area,optimized_task_config_80,False,57.0,21.277254901960784,40.16666666666666,12.7125,23.795565476190472,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_80,False,57.0,2.235294117647059,1.5,2.6,2.142857142857143,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_80,False,57.0,2.117647058823529,1.3333333333333333,2.6,2.0357142857142856,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_80,False,57.0,,,,101.08538145107,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_80,False,57.0,,,,75.0,3.0,10.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_81,False,128.0,21.147549019607844,39.616,14.012,23.24623456790124,3.0,11.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_81,False,128.0,2.4705882352941178,2.2,2.0,2.333333333333333,3.0,11.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_81,False,128.0,2.4705882352941178,1.8,2.0,2.259259259259259,3.0,11.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_81,False,128.0,,,,87.54456164456636,3.0,11.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
Rop,optimized_task_config_81,False,128.0,,,,53.0,3.0,11.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,base,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_82,False,51.0,20.517916666666668,39.785,14.062916666666668,23.263363095238088,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_82,False,51.0,2.5,1.8333333333333333,2.5,2.357142857142857,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_82,False,51.0,2.1875,1.6666666666666667,2.5,2.142857142857143,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_82,False,51.0,,,,96.40715875407454,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
Rop,optimized_task_config_82,False,51.0,,,,33.0,3.0,8.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_83,False,98.0,20.37688888888889,42.9,13.60357142857143,23.509940476190483,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_83,False,98.0,2.6666666666666665,2.5,2.142857142857143,2.5,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_83,False,98.0,2.1333333333333333,2.1666666666666665,1.7142857142857142,2.0357142857142856,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_83,False,98.0,,,,120.69535227820296,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
Rop,optimized_task_config_83,False,98.0,,,,63.0,3.0,7.0,7.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver2,housing_points,house_type,4.0,house_type,,False
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,66.0,22.144861111111112,41.214,14.795,28.89053333333333,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,66.0,2.333333333333333,1.2,2.6666666666666665,1.92,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,66.0,2.333333333333333,1.1,2.6666666666666665,1.88,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,66.0,,,,118.42216171555556,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,66.0,,,,15.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,71.0,22.0521$\pm$0.0013,41.9892$\pm$0.0230,15.1542$\pm$0.0042,28.1189$\pm$0.2912,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,71.0,1.8846$\pm$0.0385,1.1181$\pm$0.0069,3.6667$\pm$0.0000,1.8367$\pm$0.0033,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,71.0,1.8846$\pm$0.0385,1.1181$\pm$0.0069,3.5000$\pm$0.1667,1.8167$\pm$0.0167,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,71.0,,,,114.9769$\pm$5.2403,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,71.0,,,,8.0000$\pm$1.0000,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,119.0,21.9288$\pm$0.0555,41.1664$\pm$0.1754,15.1088$\pm$0.2912,29.0341$\pm$0.3057,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,119.0,2.1071$\pm$0.0357,1.0955$\pm$0.0045,3.2500$\pm$0.2500,1.7927$\pm$0.0150,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,119.0,2.0714$\pm$0.0000,1.0955$\pm$0.0045,3.2500$\pm$0.2500,1.7735$\pm$0.0043,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,119.0,,,,111.2012$\pm$2.6274,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,119.0,,,,8.5000$\pm$4.5000,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,23.3917$\pm$0.9708,39.1060$\pm$0.0000,14.9083$\pm$0.1417,28.6118$\pm$1.8721,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,1.0000$\pm$0.0000,2.3000$\pm$0.3000,1.5000$\pm$0.5000,1.6746$\pm$0.1032,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,1.0000$\pm$0.0000,2.2000$\pm$0.2000,1.2500$\pm$0.2500,1.5833$\pm$0.0833,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,,,,115.1835$\pm$7.5926,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,,,,2.5000$\pm$2.5000,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,61.0,21.7498$\pm$0.0300,40.2925$\pm$0.0000,14.5619$\pm$0.1881,25.1371$\pm$0.3956,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,61.0,1.5000$\pm$0.0714,3.2500$\pm$0.0000,1.5000$\pm$0.5000,1.9976$\pm$0.0690,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,61.0,1.2857$\pm$0.0000,2.2500$\pm$0.0000,1.2500$\pm$0.2500,1.5500$\pm$0.0500,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,61.0,,,,112.2562$\pm$1.5177,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,61.0,,,,8.0000$\pm$2.0000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,64.0,20.8390$\pm$0.8056,41.6756$\pm$0.2356,,36.0099$\pm$2.3720,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,64.0,2.7500$\pm$0.2500,1.0833$\pm$0.0833,,1.5220$\pm$0.0934,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,64.0,2.5000$\pm$0.5000,1.0000$\pm$0.0000,,1.3736$\pm$0.0879,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,64.0,,,,96.1966$\pm$35.0252,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,64.0,,,,0.0000$\pm$0.0000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,False,53.0,20.1475,38.242,13.849642857142856,21.931634615384613,1.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,False,53.0,1.5,2.4,2.0,1.807692307692308,1.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,False,53.0,1.3571428571428572,2.0,2.0,1.6538461538461535,1.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,False,53.0,,,,83.05436028209238,1.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,False,53.0,,,,36.0,1.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
