,ex_name,multi_ex,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,223.3689108569354,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,336.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,12.157000000000002,19.14454545454545,7.1885,12.689901960784312,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,2.433333333333333,3.5454545454545454,3.4,2.862745098039216,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,181.8654846853774,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,262.0,8.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,7.425277777777778,19.482727272727274,10.355,10.600359477124185,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,4.733333333333333,4.636363636363637,2.5,4.2745098039215685,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,185.095755916528,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.5)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,228.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.5,,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,13.366884057971015,23.403,10.5175,15.145853174603172,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,2.0869565217391304,2.3,1.8888888888888888,2.095238095238096,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,175.88457865370685,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,140.0,6.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,10.337166666666668,21.83,6.5715,12.07764705882353,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,3.8,4.181818181818182,4.3,3.980392156862745,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,191.48398169133668,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,288.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,11.78011111111111,24.74363636363637,4.39,13.127124183006536,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,3.5,3.363636363636364,5.0,3.764705882352941,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,197.4096841044043,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,305.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.8,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,10.0674$\pm$0.3699,28.4364$\pm$2.0936,5.6704$\pm$1.0944,13.1672$\pm$0.0194,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,7.5333$\pm$0.3667,6.1818$\pm$0.0000,7.8500$\pm$0.4500,7.3039$\pm$0.3039,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,226.7027$\pm$10.0809,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,338.0000$\pm$25.0000,10.5000$\pm$0.5000,6.0,1.0,1.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,10.175277777777778,26.04272727272728,6.91225,12.957859477124185,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,6.366666666666666,5.636363636363637,6.7,6.2745098039215685,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,,,,219.40940888493736,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,False,,,,356.0,10.0,6.0,1.0,2.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,9.143555555555556,18.49636363636364,9.43125,11.217238562091502,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,5.433333333333334,5.727272727272728,4.3,5.2745098039215685,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,,,,174.9602887388397,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,False,,,,247.0,10.0,6.0,1.0,2.0,3.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,9.86138888888889,22.03909090909091,8.26,12.173954248366012,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,4.4,3.8181818181818175,4.1,4.215686274509804,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,,,,188.03149476697,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,,,,267.0,10.0,6.0,1.0,2.0,5.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,10.165555555555557,11.18818181818182,8.858250000000002,10.129787581699343,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,5.566666666666666,6.545454545454546,4.7,5.607843137254902,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,,,,136.60063392818998,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,,,,185.0,10.0,6.0,1.0,4.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,11.994055555555557,15.445454545454544,6.626250000000001,11.68596405228758,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,3.3,4.545454545454546,4.2,3.7450980392156863,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,,,,168.68979075088637,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,,,,267.0,10.0,6.0,1.0,4.0,2.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,10.076166666666666,22.39363636363636,8.272,12.379117647058823,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,4.066666666666666,3.909090909090909,4.0,4.019607843137255,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,,,,195.35265905260795,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,,,,284.0,10.0,1.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,10.5179$\pm$0.5306,25.4855$\pm$5.7718,7.5586$\pm$0.1611,13.1659$\pm$0.9012,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,3.6000$\pm$1.1000,3.7727$\pm$1.6818,3.2500$\pm$0.7500,3.5686$\pm$1.1569,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,214.5098$\pm$20.7723,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,312.0000$\pm$21.0000,8.0000$\pm$2.0000,3.0,2.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,10.919222222222224,16.349999999999998,9.45625,11.8037091503268,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,4.8,6.090909090909091,4.4,5.0,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,,,,180.74956648457865,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,,,,251.0,10.0,3.0,3.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,10.251944444444442,18.72,7.673750000000001,11.572859477124185,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,4.066666666666666,4.636363636363637,3.6,4.098039215686274,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,,,,182.6801809982272,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,False,,,,281.0,10.0,3.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,8.819555555555555,21.28454545454545,10.1,11.759150326797386,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,5.266666666666667,4.818181818181818,3.6,4.8431372549019605,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,,,,177.78765091204235,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,,,,229.0,10.0,6.0,1.0,5.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,9.776,18.95272727272728,7.45575,11.300343137254902,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,3.6666666666666665,4.818181818181818,3.5,3.882352941176471,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,,,,177.82053696014356,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,,,,246.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,single_list,,,,2.0,single_list
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,12.6576$\pm$1.8075,23.3379$\pm$1.1382,8.0181$\pm$1.0342,14.0687$\pm$0.8673,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,2.0180$\pm$0.2062,2.7545$\pm$0.2471,2.3037$\pm$0.0963,2.2464$\pm$0.1290,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,200.4814$\pm$5.0977,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,249.6667$\pm$22.0630,7.0000$\pm$0.5774,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,1.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,10.089555555555556,18.41,5.765000000000001,11.036209150326798,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,3.6,4.545454545454546,4.5,3.980392156862745,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,186.00096090178985,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,,,,269.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,1.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,9.3045$\pm$3.3487,23.8368$\pm$2.0123,6.8018$\pm$0.3117,11.9816$\pm$2.3761,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,3.7060$\pm$1.5274,3.0455$\pm$1.1364,3.5000$\pm$1.1000,3.5228$\pm$1.3595,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,231.3439$\pm$10.5182,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,298.5000$\pm$27.5000,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,False,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,9.1089$\pm$0.6938,25.7821$\pm$5.1467,6.2649$\pm$1.7770,12.1475$\pm$0.7965,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,3.6444$\pm$0.6913,3.2727$\pm$0.6364,4.2667$\pm$0.9333,3.6863$\pm$0.6163,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,228.8215$\pm$28.3841,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,313.6667$\pm$32.5900,9.3333$\pm$0.6667,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,8.4559$\pm$1.1998,24.0777$\pm$4.2886,7.0950$\pm$4.1290,11.6471$\pm$2.5290,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,3.6333$\pm$1.1333,3.7273$\pm$1.3636,3.8000$\pm$2.2000,3.6821$\pm$1.3964,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,226.6481$\pm$11.7902,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,301.0000$\pm$2.0000,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,7.744555555555554,10.405454545454546,1.5425,7.102385620915033,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,5.1,5.545454545454546,6.2,5.411764705882353,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,,,,151.62493412362767,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,,,,240.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver2,house_type,,,True,2.0,portion_housesize
