,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_portion_attribute,group_policy_portion_settings,group_policy_priority,group_policy_type,tenant_max_choose,community_patch_method
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,51.0,4.833333333333333,3.636363636363636,3.7,4.352941176470588,10.0,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,51.0,,,,223.07049950499808,10.0,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,False,51.0,,,,310.0,10.0,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,50.0,10.840833333333334,15.252727272727272,9.53425,11.536225490196076,10.0,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,50.0,5.233333333333333,6.090909090909091,5.4,5.450980392156863,10.0,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,50.0,,,,164.0289060281302,10.0,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,False,50.0,,,,237.0,10.0,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,23.0,11.070555555555556,14.441818181818183,4.84925,10.57782679738562,10.0,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,23.0,3.5,4.363636363636363,3.8,3.7450980392156863,10.0,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,23.0,,,,157.67125280714683,10.0,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,False,23.0,,,,254.0,10.0,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,57.0,9.660388888888887,27.454545454545453,9.6455,13.495424836601307,9.0,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,57.0,4.133333333333334,3.1818181818181817,3.6,3.823529411764706,9.0,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,57.0,,,,225.83574826722625,9.0,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,False,57.0,,,,316.0,9.0,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,False,46.0,10.834444444444443,22.21090909090909,5.169,12.177320261437908,10.0,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,False,46.0,4.433333333333334,4.2727272727272725,5.7,4.647058823529412,10.0,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,False,46.0,,,,194.10029129394675,10.0,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,False,46.0,,,,306.0,10.0,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,44.0,9.384777777777776,22.797272727272727,8.6435,12.132320261437911,10.0,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,44.0,5.366666666666666,5.0,4.6,5.137254901960785,10.0,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,44.0,,,,197.7621038211798,10.0,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,False,44.0,,,,281.0,10.0,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,17.0,8.2869$\pm$0.1257,26.6182$\pm$0.7518,8.7755$\pm$1.1077,12.3365$\pm$0.4533,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,17.0,4.8833$\pm$0.2167,3.2727$\pm$0.0909,3.3500$\pm$0.4500,4.2353$\pm$0.2353,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,17.0,,,,213.9905$\pm$3.8078,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,17.0,,,,292.5000$\pm$16.5000,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,5.0,9.337166666666668,23.35272727272727,9.6755,12.426470588235292,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,5.0,4.733333333333333,4.818181818181818,4.3,4.666666666666667,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,5.0,,,,202.48874092015888,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,False,5.0,,,,284.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,31.0,9.584888888888887,25.89,6.763,12.548366013071895,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,31.0,3.7666666666666666,3.272727272727273,3.9,3.686274509803922,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,31.0,,,,213.7775944161433,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,False,31.0,,,,320.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,,,False,single_list,2.0,single_list
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,60.0,13.402246376811592,29.610000000000003,9.699722222222222,16.4678373015873,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,1.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,60.0,1.6956521739130437,2.2,2.0,1.880952380952381,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,1.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,60.0,,,,215.94791365937576,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,1.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,60.0,,,,206.0,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,1.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,19.0,11.7673$\pm$0.0350,24.0955$\pm$2.1864,6.1438$\pm$0.4513,13.3236$\pm$0.3625,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,19.0,3.0500$\pm$0.0167,3.3636$\pm$0.5455,4.2500$\pm$0.0500,3.3529$\pm$0.1176,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,19.0,,,,203.4491$\pm$10.7147,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,19.0,,,,315.0000$\pm$17.0000,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,41.0,14.530942028985509,28.489,7.963333333333334,16.446944444444448,6.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,False,house_type,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,41.0,1.6956521739130437,1.7,2.2222222222222223,1.809523809523809,6.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,False,house_type,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,41.0,,,,206.3933322641093,6.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,False,house_type,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_nopriority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,41.0,,,,215.0,6.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,False,house_type,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,False,54.0,10.224222222222222,27.42090909090909,7.1217500000000005,13.32498366013072,10.0,3.0,3.0,5.0,2.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,False,54.0,3.333333333333333,3.727272727272727,2.3,3.215686274509804,10.0,3.0,3.0,5.0,2.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,False,54.0,,,,225.7122110155282,10.0,3.0,3.0,5.0,2.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_5t_3h(step_num(t2_h3))_p#housetype_choose2,False,54.0,,,,333.0,10.0,3.0,3.0,5.0,2.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,43.0,10.5004$\pm$0.4531,28.9427$\pm$3.2473,7.1099$\pm$0.0549,13.8133$\pm$0.4231,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,43.0,2.9833$\pm$0.4500,2.6818$\pm$0.4091,3.7000$\pm$0.8000,3.0588$\pm$0.5098,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,43.0,,,,229.1306$\pm$22.7572,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,True,43.0,,,,327.0000$\pm$26.0000,9.0000$\pm$1.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,38.0,11.5071$\pm$0.3077,24.0318$\pm$2.0264,8.5400$\pm$0.0650,13.7133$\pm$0.2923,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,38.0,2.0893$\pm$0.0179,2.5000$\pm$0.1364,2.1500$\pm$0.1500,2.1939$\pm$0.0102,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,38.0,,,,201.5303$\pm$9.1882,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,38.0,,,,269.5000$\pm$11.5000,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,10.0,6.553111111111111,9.837272727272728,5.621,7.078692810457516,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_housesize
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,10.0,4.666666666666667,5.727272727272728,4.3,4.823529411764706,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_housesize
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,10.0,,,,131.1924832585758,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_housesize
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,False,10.0,,,,189.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_housesize
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,True,48.0,5.9734$\pm$0.1551,10.6155$\pm$0.0000,6.7567$\pm$0.0170,7.1282$\pm$0.0945,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_rentmoney
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,True,48.0,4.8000$\pm$0.0333,5.4545$\pm$0.0000,3.9000$\pm$0.1000,4.7647$\pm$0.0000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_rentmoney
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,True,48.0,,,,141.4217$\pm$3.2420,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_rentmoney
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_rentmoney,True,48.0,,,,185.0000$\pm$7.0000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,portion_rentmoney
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,True,35.0,2.8508$\pm$0.4413,2.0273$\pm$2.0273,2.0950$\pm$0.5575,2.5250$\pm$0.8061,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,random_avg
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,True,35.0,5.8000$\pm$0.1667,7.0000$\pm$0.3636,5.8000$\pm$0.4000,6.0588$\pm$0.2549,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,random_avg
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,True,35.0,,,,55.6713$\pm$18.6458,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,random_avg
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,True,35.0,,,,73.5000$\pm$24.5000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,,,True,house_type,2.0,random_avg
mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,30.0,9.722888888888887,29.89363636363636,4.1985,12.990228758169934,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,30.0,4.0,2.363636363636364,5.0,3.843137254901961,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,30.0,,,,235.94530218078515,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.2_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,30.0,,,,382.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,22.0,10.7397$\pm$0.1992,27.8200$\pm$1.5282,7.4379$\pm$0.2719,13.7763$\pm$0.1591,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,22.0,3.1167$\pm$0.2167,2.5000$\pm$0.0455,3.5000$\pm$0.3000,3.0588$\pm$0.1961,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,22.0,,,,219.9030$\pm$1.5084,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,22.0,,,,330.5000$\pm$2.5000,7.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,28.0,12.015555555555556,27.37090909090909,5.9385,14.135915032679735,7.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.5,ver2,,,True,house_type,2.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,28.0,3.1666666666666665,2.909090909090909,4.5,3.372549019607843,7.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.5,ver2,,,True,house_type,2.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,28.0,,,,228.6332793370071,7.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.5,ver2,,,True,house_type,2.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose2,False,28.0,,,,366.0,7.0,6.0,1.0,8.0,1.0,10.0,,kwaitlist,1.5,ver2,,,True,house_type,2.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,9.0,10.631222222222222,27.37090909090909,4.093500000000001,12.959836601307188,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,9.0,3.5,2.8181818181818183,4.5,3.549019607843137,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,9.0,,,,227.34129272929212,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,9.0,,,,354.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,55.0,12.813188405797105,29.93,10.859722222222224,16.470019841269842,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,55.0,2.0434782608695654,1.9,1.5555555555555556,1.9047619047619049,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,55.0,,,,222.5887359949767,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
Rop,ver2_nofilter_multilist(1.5_k3)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,False,55.0,,,,206.0,6.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.5,ver2,,,True,house_type,3.0,house_type
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,15.0,11.8559$\pm$0.4289,25.8109$\pm$0.4800,6.3293$\pm$1.1343,13.8203$\pm$0.4093,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,True,15.0,2.5298$\pm$0.6369,2.5909$\pm$0.5000,3.5500$\pm$1.1500,2.7459$\pm$0.7051,8.5000$\pm$1.5000,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.8,ver2,,,True,house_type,3.0,house_type
