type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
var_mean_house_area,optimized_task_config_155,74,,,,153.47033002424286,3,10,3,1,1,1,13,1,kwaitlist,,ver2,priority,house_type,5,portion_housesize,,False
Rop,optimized_task_config_155,74,,,,222.0,3,10,3,1,1,1,13,1,kwaitlist,,ver2,priority,house_type,5,portion_housesize,,False
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,75,8.161166666666666,25.866363636363637,7.667750000000001,11.883186274509804,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,75,5.1,3.363636363636364,3.8,4.470588235294118,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,75,1.6666666666666667,1.3636363636363635,1.4,1.5490196078431373,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,75,,,,210.1826473231449,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,75,,,,309.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,76,8.412555555555555,27.37,9.88325,12.789787581699343,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,76,4.666666666666667,3.1818181818181817,2.9,4.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,76,2.9,2.272727272727273,2.4,2.6666666666666665,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,76,,,,217.79834217982403,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,76,,,,276.0,1,10,3,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,77,11.732277777777778,26.281818181818185,5.6925,13.686143790849671,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,77,3.033333333333333,2.8181818181818183,4.3,3.235294117647059,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,77,3.033333333333333,2.363636363636364,3.8,3.0392156862745097,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,77,,,,214.16381192703665,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,77,,,,332.0,3,6,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,11.802222222222222,21.90909090909091,6.595000000000001,12.96111111111111,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,3.066666666666667,3.909090909090909,4.2,3.4705882352941178,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,2.7333333333333334,2.363636363636364,3.2,2.7450980392156863,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,,,,192.7344550835149,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,78,,,,298.0,3,9,6,1,8,1,10,1,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_house_area,optimized_task_config_79,79,11.124444444444444,26.69,5.6425,13.406830065359475,3,10,3,1,8,1,10,4,kwaitlist,,ver2,housing_points,house_type,7,house_type,,False
mean_wait_turn,optimized_task_config_79,79,2.9,2.1818181818181817,3.9,2.9411764705882355,3,10,3,1,8,1,10,4,kwaitlist,,ver2,housing_points,house_type,7,house_type,,False
mean_idle_wait_turn,optimized_task_config_79,79,2.4,2.0,2.4,2.313725490196078,3,10,3,1,8,1,10,4,kwaitlist,,ver2,housing_points,house_type,7,house_type,,False
var_mean_house_area,optimized_task_config_79,79,,,,218.92525699944457,3,10,3,1,8,1,10,4,kwaitlist,,ver2,housing_points,house_type,7,house_type,,False
Rop,optimized_task_config_79,79,,,,334.0,3,10,3,1,8,1,10,4,kwaitlist,,ver2,housing_points,house_type,7,house_type,,False
mean_house_area,optimized_task_config_121,80,7.224333333333333,17.95727272727273,6.603500000000001,9.417549019607842,3,9,6,2,1,1,14,1,kwaitlist,,ver2,priority,house_type,3,house_type,,False
mean_wait_turn,optimized_task_config_121,80,7.933333333333334,7.181818181818182,6.7,7.529411764705882,3,9,6,2,1,1,14,1,kwaitlist,,ver2,priority,house_type,3,house_type,,False
mean_idle_wait_turn,optimized_task_config_121,80,7.733333333333333,7.181818181818182,4.8,7.03921568627451,3,9,6,2,1,1,14,1,kwaitlist,,ver2,priority,house_type,3,house_type,,False
var_mean_house_area,optimized_task_config_121,80,,,,181.14207661796743,3,9,6,2,1,1,14,1,kwaitlist,,ver2,priority,house_type,3,house_type,,False
Rop,optimized_task_config_121,80,,,,259.0,3,9,6,2,1,1,14,1,kwaitlist,,ver2,priority,house_type,3,house_type,,False
mean_house_area,optimized_task_config_70,81,10.317333333333332,22.966363636363635,9.37425,12.86063725490196,3,9,5,1,8,1,11,2,kwaitlist,,ver2,base,house_type,3,house_type,,False
mean_wait_turn,optimized_task_config_70,81,2.933333333333333,2.727272727272727,2.6,2.823529411764706,3,9,5,1,8,1,11,2,kwaitlist,,ver2,base,house_type,3,house_type,,False
mean_idle_wait_turn,optimized_task_config_70,81,2.0,1.818181818181818,1.6,1.8823529411764703,3,9,5,1,8,1,11,2,kwaitlist,,ver2,base,house_type,3,house_type,,False
var_mean_house_area,optimized_task_config_70,81,,,,198.7197148036012,3,9,5,1,8,1,11,2,kwaitlist,,ver2,base,house_type,3,house_type,,False
Rop,optimized_task_config_70,81,,,,267.0,3,9,5,1,8,1,11,2,kwaitlist,,ver2,base,house_type,3,house_type,,False
mean_house_area,optimized_task_config_204,82,11.356222222222222,18.92090909090909,8.94725,12.51547385620915,3,9,6,1,1,1,10,1,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_204,82,6.666666666666667,6.818181818181818,5.1,6.392156862745098,3,9,6,1,1,1,10,1,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_204,82,5.833333333333333,5.636363636363637,3.6,5.352941176470588,3,9,6,1,1,1,10,1,kwaitlist,,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_204,82,,,,185.32039123787857,3,9,6,1,1,1,10,1,kwaitlist,,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_204,82,,,,270.0,3,9,6,1,1,1,10,1,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_134,83,22.68777777777778,44.455,12.2675,28.20680555555556,3,2,3,1,8,5,10,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_134,83,1.3333333333333333,1.0,1.0,1.1666666666666667,3,2,3,1,8,5,10,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_134,83,1.3333333333333333,1.0,1.0,1.1666666666666667,3,2,3,1,8,5,10,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_134,83,,,,148.09830102237652,3,2,3,1,8,5,10,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_134,83,,,,1.0,3,2,3,1,8,5,10,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_186,84,9.9175,14.67,9.4925,10.85921568627451,3,10,6,1,8,1,11,2,kwaitlist,,ver1,base,portionfamily_members_num,4,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_wait_turn,optimized_task_config_186,84,4.533333333333333,4.636363636363637,2.7,4.196078431372549,3,10,6,1,8,1,11,2,kwaitlist,,ver1,base,portionfamily_members_num,4,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_idle_wait_turn,optimized_task_config_186,84,3.1,4.090909090909091,1.0,2.9019607843137254,3,10,6,1,8,1,11,2,kwaitlist,,ver1,base,portionfamily_members_num,4,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
var_mean_house_area,optimized_task_config_186,84,,,,157.65761046872996,3,10,6,1,8,1,11,2,kwaitlist,,ver1,base,portionfamily_members_num,4,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
Rop,optimized_task_config_186,84,,,,221.0,3,10,6,1,8,1,11,2,kwaitlist,,ver1,base,portionfamily_members_num,4,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,85,9.579888888888888,26.112727272727277,6.4425,12.53062091503268,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,85,5.433333333333334,4.636363636363637,5.4,5.254901960784314,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,85,4.1,3.4545454545454546,3.9,3.92156862745098,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,85,,,,211.6163983345081,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,85,,,,310.0,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,86,10.4335,22.75636363636364,4.828749999999999,11.992401960784314,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,86,5.333333333333333,4.636363636363637,5.5,5.215686274509804,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,86,4.266666666666667,3.727272727272727,4.5,4.196078431372549,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,86,,,,203.9013460415866,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,86,,,,331.0,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,optimized_task_config_214,87,4.618055555555556,13.555454545454548,4.1155,6.4471895424836605,3,10,6,1,8,1,12,3,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_wait_turn,optimized_task_config_214,87,7.0,5.363636363636363,6.2,6.490196078431373,3,10,6,1,8,1,12,3,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_idle_wait_turn,optimized_task_config_214,87,3.2666666666666666,4.909090909090909,1.5,3.2745098039215685,3,10,6,1,8,1,12,3,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
var_mean_house_area,optimized_task_config_214,87,,,,145.97772663291894,3,10,6,1,8,1,12,3,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
Rop,optimized_task_config_214,87,,,,224.0,3,10,6,1,8,1,12,3,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_house_area,optimized_task_config_194,88,2.574388888888889,7.947272727272727,7.553500000000001,4.7095424836601305,3,10,5,1,8,1,10,2,kwaitlist,,ver2,priority,house_type,2,random_avg,,False
mean_wait_turn,optimized_task_config_194,88,5.4,5.181818181818182,3.6,5.0,3,10,5,1,8,1,10,2,kwaitlist,,ver2,priority,house_type,2,random_avg,,False
mean_idle_wait_turn,optimized_task_config_194,88,2.1333333333333333,2.909090909090909,1.1,2.0980392156862746,3,10,5,1,8,1,10,2,kwaitlist,,ver2,priority,house_type,2,random_avg,,False
var_mean_house_area,optimized_task_config_194,88,,,,104.7524288756461,3,10,5,1,8,1,10,2,kwaitlist,,ver2,priority,house_type,2,random_avg,,False
Rop,optimized_task_config_194,88,,,,95.0,3,10,5,1,8,1,10,2,kwaitlist,,ver2,priority,house_type,2,random_avg,,False
mean_house_area,optimized_task_config_137,89,7.138333333333334,10.02909090909091,5.2,7.381764705882354,3,10,1,1,1,1,10,2,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_wait_turn,optimized_task_config_137,89,7.033333333333333,7.545454545454546,6.4,7.019607843137255,3,10,1,1,1,1,10,2,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_idle_wait_turn,optimized_task_config_137,89,2.466666666666667,5.181818181818182,2.1,2.980392156862745,3,10,1,1,1,1,10,2,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
var_mean_house_area,optimized_task_config_137,89,,,,133.6898793476868,3,10,1,1,1,1,10,2,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
Rop,optimized_task_config_137,89,,,,223.0,3,10,1,1,1,1,10,2,kwaitlist,,ver2,base,house_type,2,portion_rentmoney,,False
mean_house_area,optimized_task_config_161,90,9.77688888888889,19.44181818181818,10.0485,11.914738562091502,3,10,3,1,8,1,10,2,kwaitlist,,ver1,priority,house_type,4,house_type,,False
mean_wait_turn,optimized_task_config_161,90,3.0,2.909090909090909,2.7,2.92156862745098,3,10,3,1,8,1,10,2,kwaitlist,,ver1,priority,house_type,4,house_type,,False
mean_idle_wait_turn,optimized_task_config_161,90,2.1,2.909090909090909,1.6,2.176470588235294,3,10,3,1,8,1,10,2,kwaitlist,,ver1,priority,house_type,4,house_type,,False
var_mean_house_area,optimized_task_config_161,90,,,,182.25721104276133,3,10,3,1,8,1,10,2,kwaitlist,,ver1,priority,house_type,4,house_type,,False
Rop,optimized_task_config_161,90,,,,243.0,3,10,3,1,8,1,10,2,kwaitlist,,ver1,priority,house_type,4,house_type,,False
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,91,10.540444444444445,29.348181818181818,7.166,13.935359477124184,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,91,3.333333333333333,2.5454545454545454,3.8,3.2549019607843137,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,91,2.833333333333333,2.1818181818181817,2.7,2.6666666666666665,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,91,,,,221.4114472019308,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,91,,,,328.0,3,6,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,92,10.938944444444443,26.29181818181818,7.70975,13.61717320261438,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,92,2.9,2.4545454545454546,3.2,2.862745098039216,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,92,2.2333333333333334,1.818181818181818,3.1,2.313725490196078,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,92,,,,218.3945562385194,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,92,,,,333.0,3,9,6,1,8,1,10,1,kwaitlist,1.5,ver2,priority,house_type,3,house_type,,
mean_house_area,optimized_task_config_120,93,12.879444444444443,44.505,12.175,23.30388888888889,3,2,3,1,8,5,10,2,kwaitlist,,ver1,base,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_120,93,1.3333333333333333,1.0,1.0,1.1666666666666667,3,2,3,1,8,5,10,2,kwaitlist,,ver1,base,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_120,93,1.0,1.0,1.0,1.0,3,2,3,1,8,5,10,2,kwaitlist,,ver1,base,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_120,93,,,,266.2881839506173,3,2,3,1,8,5,10,2,kwaitlist,,ver1,base,house_type,2,house_type,,False
Rop,optimized_task_config_120,93,,,,5.0,3,2,3,1,8,5,10,2,kwaitlist,,ver1,base,house_type,2,house_type,,False
mean_house_area,optimized_task_config_89,94,9.29338888888889,21.438181818181818,9.486,11.95062091503268,3,10,6,1,9,1,10,5,kwaitlist,,ver2,base,house_type,4,house_type,,False
mean_wait_turn,optimized_task_config_89,94,3.466666666666667,2.1818181818181817,2.2,2.9411764705882355,3,10,6,1,9,1,10,5,kwaitlist,,ver2,base,house_type,4,house_type,,False
mean_idle_wait_turn,optimized_task_config_89,94,2.466666666666667,2.1818181818181817,1.4,2.196078431372549,3,10,6,1,9,1,10,5,kwaitlist,,ver2,base,house_type,4,house_type,,False
var_mean_house_area,optimized_task_config_89,94,,,,190.0949454205647,3,10,6,1,9,1,10,5,kwaitlist,,ver2,base,house_type,4,house_type,,False
Rop,optimized_task_config_89,94,,,,288.0,3,10,6,1,9,1,10,5,kwaitlist,,ver2,base,house_type,4,house_type,,False
mean_house_area,optimized_task_config_86,95,19.139666666666663,44.5,6.04375,24.12858333333333,3,5,7,1,10,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_86,95,1.4,1.0,2.0,1.4,3,5,7,1,10,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_86,95,1.4,1.0,1.5,1.3,3,5,7,1,10,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_86,95,,,,214.71704334027777,3,5,7,1,10,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_86,95,,,,14.0,3,5,7,1,10,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_1,96,12.503777777777778,21.452727272727277,6.593500000000001,13.275065359477123,3,8,7,3,2,1,10,1,kwaitlist,,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_wait_turn,optimized_task_config_1,96,5.833333333333333,5.454545454545454,5.9,5.764705882352941,3,8,7,3,2,1,10,1,kwaitlist,,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_idle_wait_turn,optimized_task_config_1,96,5.133333333333334,4.2727272727272725,5.3,4.980392156862745,3,8,7,3,2,1,10,1,kwaitlist,,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
var_mean_house_area,optimized_task_config_1,96,,,,196.09366415694817,3,8,7,3,2,1,10,1,kwaitlist,,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
Rop,optimized_task_config_1,96,,,,321.0,3,8,7,3,2,1,10,1,kwaitlist,,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",
mean_house_area,optimized_task_config_56,97,21.35833333333333,41.325,14.375,27.94833333333333,3,1,3,1,9,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,
mean_wait_turn,optimized_task_config_56,97,1.0,1.0,1.0,1.0,3,1,3,1,9,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,
mean_idle_wait_turn,optimized_task_config_56,97,1.0,1.0,1.0,1.0,3,1,3,1,9,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,
var_mean_house_area,optimized_task_config_56,97,,,,130.33334444444444,3,1,3,1,9,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,
Rop,optimized_task_config_56,97,,,,2.0,3,1,3,1,9,3,12,2,kwaitlist,,ver2,priority,house_type,2,house_type,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,98,11.036111111111111,17.775454545454547,4.041,11.118104575163398,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,98,3.6666666666666665,3.5454545454545454,5.3,3.9607843137254894,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,98,2.2666666666666666,2.272727272727273,2.8,2.372549019607843,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,98,,,,177.73174205006617,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,98,,,,313.0,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,99,11.070555555555556,14.441818181818183,4.84925,10.57782679738562,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,99,3.5,4.363636363636363,3.8,3.7450980392156863,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,99,2.8666666666666667,3.1818181818181817,3.5,3.0588235294117645,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,99,,,,157.67125280714683,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,99,,,,254.0,1,10,6,1,4,2,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,100,11.555666666666664,22.227272727272727,5.9275,12.753823529411765,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,100,3.566666666666667,3.727272727272727,4.1,3.7058823529411766,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,100,2.2333333333333334,2.5454545454545454,1.7,2.196078431372549,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,100,,,,195.0890238882481,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
Rop,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,100,,,,292.0,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,101,9.811666666666667,21.225454545454543,9.387,12.190196078431374,2,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.5, 0.5]",
